title,region,region_name,region_parent_name,price,property_size,bedrooms,bathrooms,furnishing,is_boost,content_name
3bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 75,000,000",200.0,3,3,Semi-Furnished,enterprise,3bdrm Duplex in Abraham Adesanya Estate for sale
3bdrm Apartment in Ilaje / Lekki for sale,"Lekki, Ilaje / Lekki",Ilaje / Lekki,Lekki,"₦ 94,000,000",220.0,3,3,Semi-Furnished,enterprise,3bdrm Apartment in Ilaje / Lekki for sale
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 160,000,000",300.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Sangotedo for sale
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 150,000,000",250.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Sangotedo for sale
Mini Flat in Remo North for sale,"Ogun State, Remo North",Remo North,Ogun State,"₦ 30,000,000",1000.0,8,8,Unfurnished,vip_gold,Mini Flat in Remo North for sale
"3bdrm Bungalow in Ajaofarugbon, Ifo for sale","Ogun State, Ifo",Ifo,Ogun State,"₦ 17,000,000",650.0,3,4,Semi-Furnished,False,"3bdrm Bungalow in Ajaofarugbon, Ifo for sale"
4bdrm Duplex in Victoria Island Extension for sale,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,"₦ 750,000,000",500.0,4,4,Semi-Furnished,diamond,4bdrm Duplex in Victoria Island Extension for sale
"Furnished 4bdrm Duplex in Godab Estate, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,Gwarinpa,"₦ 520,000,000",350.0,4,4,Furnished,premium,"Furnished 4bdrm Duplex in Godab Estate, Life Camp for sale"
"4bdrm Duplex in Kenta Housing Estate, Abeokuta South for sale","Ogun State, Abeokuta South",Abeokuta South,Ogun State,"₦ 150,000,000",600.0,4,4,Semi-Furnished,False,"4bdrm Duplex in Kenta Housing Estate, Abeokuta South for sale"
"4bdrm Duplex in Harmony Estate, Owerri for sale","Imo State, Owerri",Owerri,Imo State,"₦ 245,000,000",350.0,4,4,Semi-Furnished,False,"4bdrm Duplex in Harmony Estate, Owerri for sale"
Furnished 20bdrm Chalet in Owerri for sale,"Imo State, Owerri",Owerri,Imo State,"₦ 350,000,000",2500.0,20,20,Furnished,False,Furnished 20bdrm Chalet in Owerri for sale
4bdrm Duplex in Magodo Gra Phase 1 for sale,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,"₦ 260,000,000",150.0,4,5,Semi-Furnished,diamond,4bdrm Duplex in Magodo Gra Phase 1 for sale
"3bdrm Apartment in Along General, Ikere for sale","Ekiti State, Ikere",Ikere,Ekiti State,"₦ 9,000,000",120.0,3,3,Semi-Furnished,False,"3bdrm Apartment in Along General, Ikere for sale"
5bdrm Bungalow in Obio-Akpor for sale,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,"₦ 70,000,000",907.0,5,5,Unfurnished,False,5bdrm Bungalow in Obio-Akpor for sale
Furnished 3bdrm House in Ogba for sale,"Lagos State, Ogba",Ogba,Lagos State,"₦ 140,000,000",360.0,3,3,Furnished,False,Furnished 3bdrm House in Ogba for sale
4bdrm Duplex in Ogba Ikeja Lagos for sale,"Ogba, Ogba GRA",Ogba GRA,Ogba,"₦ 190,000,000",150.0,4,5,Semi-Furnished,diamond,4bdrm Duplex in Ogba Ikeja Lagos for sale
4bdrm Duplex in Oko Oba Agege Lagos for sale,"Agege, Oko-Oba",Oko-Oba,Agege,"₦ 310,000,000",150.0,4,5,Semi-Furnished,diamond,4bdrm Duplex in Oko Oba Agege Lagos for sale
3bdrm Apartment in Kofo Abayomi for sale,"Victoria Island, Kofo Abayomi",Kofo Abayomi,Victoria Island,"₦ 860,000,000",195.0,3,3,Unfurnished,False,3bdrm Apartment in Kofo Abayomi for sale
"5bdrm Duplex in Mshel, Kiami for sale","Lugbe District, Kiami",Kiami,Lugbe District,"₦ 250,000,000",350.0,5,6,Unfurnished,enterprise,"5bdrm Duplex in Mshel, Kiami for sale"
"Furnished 4bdrm Bungalow in Shell Estate, Satellite Town for sale","Amuwo-Odofin, Satellite Town",Satellite Town,Amuwo-Odofin,"₦ 120,000,000",324.0,4,4,Furnished,False,"Furnished 4bdrm Bungalow in Shell Estate, Satellite Town for sale"
3bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,"₦ 350,000,000",500.0,3,3,Semi-Furnished,diamond,3bdrm Apartment in Ikate for sale
"4bdrm Duplex in Tulip Haven Estate, Chevron for sale","Lekki, Chevron",Chevron,Lekki,"₦ 250,000,000",350.0,4,4,Semi-Furnished,vip_gold,"4bdrm Duplex in Tulip Haven Estate, Chevron for sale"
3bdrm Duplex in Private Estate for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 110,000,000",450.0,3,3,Semi-Furnished,diamond,3bdrm Duplex in Private Estate for sale
2bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,"₦ 200,000,000",500.0,2,2,Semi-Furnished,diamond,2bdrm Apartment in Ikate for sale
2bdrm Maisonette in Idado for sale,"Lekki, Idado",Idado,Lekki,"₦ 100,000,000",100.0,2,2,Semi-Furnished,enterprise,2bdrm Maisonette in Idado for sale
2bdrm House in Kubwa for sale,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),"₦ 11,500,000",200.0,2,2,Semi-Furnished,False,2bdrm House in Kubwa for sale
"5bdrm Duplex in Off Trinity Estate, Satellite Town for sale","Amuwo-Odofin, Satellite Town",Satellite Town,Amuwo-Odofin,"₦ 145,000,000",452.0,5,5,Semi-Furnished,False,"5bdrm Duplex in Off Trinity Estate, Satellite Town for sale"
Furnished 6bdrm Duplex in Satellite Town for sale,"Amuwo-Odofin, Satellite Town",Satellite Town,Amuwo-Odofin,"₦ 250,000,000",470.0,6,6,Furnished,False,Furnished 6bdrm Duplex in Satellite Town for sale
Furnished 10bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 115,000,000",900.0,10,12,Furnished,False,Furnished 10bdrm Duplex in Ajah for sale
"5bdrm Duplex in Maralago Golf Lake, Karsana for sale","Gwagwa, Karsana",Karsana,Gwagwa,"₦ 270,000,000",450.0,5,6,Semi-Furnished,diamond,"5bdrm Duplex in Maralago Golf Lake, Karsana for sale"
3bdrm Apartment in Ikeja Gra Lagos for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,"₦ 400,000,000",150.0,3,4,Semi-Furnished,diamond,3bdrm Apartment in Ikeja Gra Lagos for sale
5bdrm Duplex in Ajah for sale,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,"₦ 270,000,000",200.0,5,5,Unfurnished,diamond,5bdrm Duplex in Ajah for sale
"Furnished 3bdrm Bungalow in Satellite, Amuwo-Odofin for sale","Lagos State, Amuwo-Odofin",Amuwo-Odofin,Lagos State,"₦ 100,000,000",320.0,3,3,Furnished,False,"Furnished 3bdrm Bungalow in Satellite, Amuwo-Odofin for sale"
"3bdrm Bungalow in New Nyanya, Karu-Nasarawa for sale","Nasarawa State, Karu-Nasarawa",Karu-Nasarawa,Nasarawa State,"₦ 25,000,000",250.0,3,3,Semi-Furnished,False,"3bdrm Bungalow in New Nyanya, Karu-Nasarawa for sale"
3bdrm Bungalow in Eleko for sale,"Ibeju, Eleko",Eleko,Ibeju,"₦ 22,500,000",300.0,3,4,Unfurnished,enterprise,3bdrm Bungalow in Eleko for sale
Furnished 4bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 350,000,000",500.0,4,5,Furnished,enterprise,Furnished 4bdrm Apartment in Lekki Phase 1 for sale
"Furnished 8bdrm House in Star Crown Compound, Badagry for sale","Lagos State, Badagry",Badagry,Lagos State,"₦ 100,000,000",160.0,8,7,Furnished,False,"Furnished 8bdrm House in Star Crown Compound, Badagry for sale"
"Furnished 4bdrm Apartment in Mercy Land Estate, Ibeju for sale","Lagos State, Ibeju",Ibeju,Lagos State,"₦ 170,000,000",400.0,4,4,Furnished,enterprise,"Furnished 4bdrm Apartment in Mercy Land Estate, Ibeju for sale"
"3bdrm Bungalow in Close, Satellite Town for sale","Amuwo-Odofin, Satellite Town",Satellite Town,Amuwo-Odofin,"₦ 105,000,000",256.0,3,4,Semi-Furnished,False,"3bdrm Bungalow in Close, Satellite Town for sale"
"10bdrm Block of Flats in Behind Chevron, Satellite Town for sale","Amuwo-Odofin, Satellite Town",Satellite Town,Amuwo-Odofin,"₦ 128,000,000",420.0,10,8,Unfurnished,False,"10bdrm Block of Flats in Behind Chevron, Satellite Town for sale"
3bdrm Bungalow in Wumba for sale,"Abuja (FCT), Wumba",Wumba,Abuja (FCT),"₦ 75,000,000",,3,4,Semi-Furnished,enterprise,3bdrm Bungalow in Wumba for sale
"Functional 5bedrm Duplex,Secured Estate in Guzape for Sale","Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),"₦ 350,000,000",,5,5,Semi-Furnished,enterprise,"Functional 5bedrm Duplex,Secured Estate in Guzape for Sale"
"4bdrm Bungalow in Satellite Town, Amuwo-Odofin for sale","Lagos State, Amuwo-Odofin",Amuwo-Odofin,Lagos State,"₦ 105,000,000",235.0,4,3,Semi-Furnished,False,"4bdrm Bungalow in Satellite Town, Amuwo-Odofin for sale"
"Furnished 3bdrm Bungalow in Estate Close, Satellite Town for sale","Amuwo-Odofin, Satellite Town",Satellite Town,Amuwo-Odofin,"₦ 85,000,000",283.0,3,3,Furnished,False,"Furnished 3bdrm Bungalow in Estate Close, Satellite Town for sale"
"10bdrm Bungalow in Beautiful Close, Abesan for sale","Ipaja, Abesan",Abesan,Ipaja,"₦ 150,000,000",1000.0,10,5,Unfurnished,enterprise,"10bdrm Bungalow in Beautiful Close, Abesan for sale"
4bdrm Duplex in Dape for sale,"Gwarinpa, Dape",Dape,Gwarinpa,"₦ 460,000,000",920.0,4,5,Unfurnished,enterprise,4bdrm Duplex in Dape for sale
5bdrm Duplex in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),"₦ 200,000,000",1000.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Jahi for sale
2bdrm Bungalow in Eleko for sale,"Ibeju, Eleko",Eleko,Ibeju,"₦ 4,500,000",150.0,2,1,Unfurnished,enterprise,2bdrm Bungalow in Eleko for sale
5bdrm Duplex in Dawaki News for sale,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,"₦ 80,000,000",500.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Dawaki News for sale
"3bdrm Bungalow in Spring Meadow, Apo Resettlement for sale","Apo District, Apo Resettlement",Apo Resettlement,Apo District,"₦ 115,000,000",650.0,3,4,Unfurnished,enterprise,"3bdrm Bungalow in Spring Meadow, Apo Resettlement for sale"
"3bdrm Bungalow in Uroho, Sapele Road, Benin City for sale","Edo State, Benin City",Benin City,Edo State,"₦ 37,000,000",1150.0,3,3,Unfurnished,premium,"3bdrm Bungalow in Uroho, Sapele Road, Benin City for sale"
6bdrm Maisonette in Navy Estate Karshi for Sale,"Abuja (FCT), Karshi",Karshi,Abuja (FCT),"₦ 150,000,000",1400.0,6,5,Semi-Furnished,enterprise,6bdrm Maisonette in Navy Estate Karshi for Sale
"6bdrm Block of Flats in Not Far From Oba, Ikeja for sale","Lagos State, Ikeja",Ikeja,Lagos State,"₦ 400,000,000",600.0,6,6,Unfurnished,enterprise,"6bdrm Block of Flats in Not Far From Oba, Ikeja for sale"
4bdrm Duplex in Kado for sale,"Abuja (FCT), Kado",Kado,Abuja (FCT),"₦ 230,000,000",1900.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Kado for sale
"5bdrm Duplex in Mini Estate, Katampe Extension for sale","Katampe, Katampe Extension",Katampe Extension,Katampe,"₦ 250,000,000",1000.0,5,5,Semi-Furnished,enterprise,"5bdrm Duplex in Mini Estate, Katampe Extension for sale"
"4bdrm Duplex in Kayfarm Estate, Ifako-Ogba for sale","Ogba, Ifako-Ogba",Ifako-Ogba,Ogba,"₦ 255,000,000",450.0,4,4,Unfurnished,enterprise,"4bdrm Duplex in Kayfarm Estate, Ifako-Ogba for sale"
3bdrm Block of Flats in Jahi By Gilmor for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),"₦ 620,000,000",1000.0,3,3,Unfurnished,enterprise,3bdrm Block of Flats in Jahi By Gilmor for sale
Furnished 3bdrm Bungalow in Gudu for sale,"Abuja (FCT), Gudu",Gudu,Abuja (FCT),"₦ 280,000,000",700.0,3,3,Furnished,enterprise,Furnished 3bdrm Bungalow in Gudu for sale
"4bdrm Duplex in Nureni Yusuf Estate, Abule Egba for sale","Lagos State, Abule Egba",Abule Egba,Lagos State,"₦ 170,000,000",300.0,4,4,Semi-Furnished,enterprise,"4bdrm Duplex in Nureni Yusuf Estate, Abule Egba for sale"
3bdrm Block of Flats in Brains And Hammers for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,"₦ 60,000,000",300.0,3,4,Unfurnished,enterprise,3bdrm Block of Flats in Brains And Hammers for sale
3bdrm Apartment in Jahi Gilmor for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),"₦ 140,000,000",1500.0,3,4,Semi-Furnished,enterprise,3bdrm Apartment in Jahi Gilmor for sale
3bdrm Apartment in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),"₦ 100,000,000",750.0,3,3,Semi-Furnished,vip,3bdrm Apartment in Jahi for sale
"2bdrm Block of Flats in Cpc Community, Dawaki for sale","Gwarinpa, Dawaki",Dawaki,Gwarinpa,"₦ 350,000,000",550.0,2,2,Semi-Furnished,enterprise,"2bdrm Block of Flats in Cpc Community, Dawaki for sale"
2bdrm Apartment in Alkab Luxury for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,"₦ 100,000,000",300.0,2,3,Semi-Furnished,enterprise,2bdrm Apartment in Alkab Luxury for sale
"Furnished 4bdrm Apartment in Victoria Crest 2, Chevron for sale","Lekki, Chevron",Chevron,Lekki,"₦ 240,000,000",300.0,4,5,Furnished,enterprise,"Furnished 4bdrm Apartment in Victoria Crest 2, Chevron for sale"
"3bdrm Block of Flats in Moke Oyeladun Estate, Oko-Oba for sale","Agege, Oko-Oba",Oko-Oba,Agege,"₦ 170,000,000",750.0,3,3,Unfurnished,enterprise,"3bdrm Block of Flats in Moke Oyeladun Estate, Oko-Oba for sale"
4bdrm Bungalow in Ikorodu for sale,"Lagos State, Ikorodu",Ikorodu,Lagos State,"₦ 48,000,000",60.0,4,4,Semi-Furnished,False,4bdrm Bungalow in Ikorodu for sale
Furnished 4bdrm Apartment in Lekki Phase 2 for sale,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,"₦ 340,000,000",400.0,4,4,Furnished,enterprise,Furnished 4bdrm Apartment in Lekki Phase 2 for sale
Furnished 3bdrm House in Ado-Odo/Ota for sale,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,"₦ 47,000,000",1200.0,3,4,Furnished,False,Furnished 3bdrm House in Ado-Odo/Ota for sale
"5bdrm Duplex in Hart Court, Jahi for sale","Abuja (FCT), Jahi",Jahi,Abuja (FCT),"₦ 850,000,000",250.0,5,5,Unfurnished,basic,"5bdrm Duplex in Hart Court, Jahi for sale"
"2bdrm House in 2 Bedroom Flat., Etche for sale","Rivers State, Etche",Etche,Rivers State,"₦ 15,000,000",450.0,2,3,Unfurnished,False,"2bdrm House in 2 Bedroom Flat., Etche for sale"
"Furnished 8bdrm Maisonette in Off Unity Estate, Satellite Town for sale","Amuwo-Odofin, Satellite Town",Satellite Town,Amuwo-Odofin,"₦ 250,000,000",625.0,8,8,Furnished,False,"Furnished 8bdrm Maisonette in Off Unity Estate, Satellite Town for sale"
4bdrm Duplex in Galadimawa for sale,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),"₦ 350,000,000",500.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Galadimawa for sale
2bdrm Apartment in Lekki Chevron Toll for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 95,000,000",1000.0,2,2,Semi-Furnished,enterprise,2bdrm Apartment in Lekki Chevron Toll for sale
2bdrm House in Epe for sale,"Lagos State, Epe",Epe,Lagos State,"₦ 40,000,000",200.0,2,3,Unfurnished,enterprise,2bdrm House in Epe for sale
"Furnished 2bdrm Bungalow in Golden Palace Estate, Epe for sale","Epe, Epe",Epe,Epe,"₦ 30,000,000",500.0,2,3,Furnished,False,"Furnished 2bdrm Bungalow in Golden Palace Estate, Epe for sale"
"Furnished 3bdrm Bungalow in Badagry, Satellite Town for sale","Amuwo-Odofin, Satellite Town",Satellite Town,Amuwo-Odofin,"₦ 90,000,000",372.0,3,3,Furnished,False,"Furnished 3bdrm Bungalow in Badagry, Satellite Town for sale"
4bdrm Duplex in Dawaki for sale,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,"₦ 280,000,000",1900.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Dawaki for sale
"Furnished 3bdrm Bungalow in Satellite Town, Amuwo-Odofin for sale","Lagos State, Amuwo-Odofin",Amuwo-Odofin,Lagos State,"₦ 140,000,000",352.0,3,3,Furnished,False,"Furnished 3bdrm Bungalow in Satellite Town, Amuwo-Odofin for sale"
5bdrm Duplex in Lekki Ajah for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,"₦ 280,000,000",800.0,5,5,Semi-Furnished,basic,5bdrm Duplex in Lekki Ajah for sale
"Furnished 4bdrm Duplex in Country Mews Court, Ibeju for sale","Lagos State, Ibeju",Ibeju,Lagos State,"₦ 110,000,000",1296.0,4,4,Furnished,enterprise,"Furnished 4bdrm Duplex in Country Mews Court, Ibeju for sale"
2bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 100,000,000",600.0,2,3,Semi-Furnished,enterprise,2bdrm Apartment in Lekki for sale
"8bdrm Duplex in Jibowu Estate, Abule Egba for sale","Lagos State, Abule Egba",Abule Egba,Lagos State,"₦ 250,000,000",400.0,8,8,Unfurnished,enterprise,"8bdrm Duplex in Jibowu Estate, Abule Egba for sale"
Furnished 1bdrm Apartment in Brains And Hammers for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,"₦ 38,000,000",250.0,1,1,Furnished,enterprise,Furnished 1bdrm Apartment in Brains And Hammers for sale
"2bdrm Apartment in Haven Pennisula, Abijo for sale","Ibeju, Abijo",Abijo,Ibeju,"₦ 70,000,000",600.0,2,4,Semi-Furnished,enterprise,"2bdrm Apartment in Haven Pennisula, Abijo for sale"
2bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,"₦ 220,000,000",600.0,2,2,Semi-Furnished,False,2bdrm Apartment in Ikate for sale
4bdrm House in Benin City for sale,"Edo State, Benin City",Benin City,Edo State,"₦ 100,000,000",4539.0,4,3,Semi-Furnished,False,4bdrm House in Benin City for sale
4bdrm Apartment in Ibeju for sale,"Lagos State, Ibeju",Ibeju,Lagos State,"₦ 115,000,000",520.0,4,4,Semi-Furnished,enterprise,4bdrm Apartment in Ibeju for sale
"5bdrm Bungalow in Siratil Mustaqim, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,"₦ 120,000,000",648.0,5,5,Unfurnished,enterprise,"5bdrm Bungalow in Siratil Mustaqim, Ajah for sale"
9bdrm Duplex in Asokoro for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),"₦ 1,500,000,000",1500.0,9,5,Semi-Furnished,enterprise,9bdrm Duplex in Asokoro for sale
4bdrm Apartment in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 140,000,000",300.0,4,5,Semi-Furnished,enterprise,4bdrm Apartment in Ajah for sale
Furnished 5bdrm Apartment in Ikoyi for sale,"Lagos State, Ikoyi",Ikoyi,Lagos State,"₦ 5,700,000,000",500.0,5,6,Furnished,enterprise,Furnished 5bdrm Apartment in Ikoyi for sale
"Furnished 4bdrm Apartment in Bother Court Estate, Ibeju for sale","Lagos State, Ibeju",Ibeju,Lagos State,"₦ 130,000,000",400.0,4,4,Furnished,enterprise,"Furnished 4bdrm Apartment in Bother Court Estate, Ibeju for sale"
4bdrm Bungalow in Adio Street Ile Ife for sale,"Osun State, Ife",Ife,Osun State,"₦ 45,000,000",4200.0,4,4,Semi-Furnished,False,4bdrm Bungalow in Adio Street Ile Ife for sale
Furnished 4bdrm Duplex in Magodo Phase1 for sale,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,"₦ 177,500,000",220.0,4,4,Furnished,enterprise,Furnished 4bdrm Duplex in Magodo Phase1 for sale
"4bdrm Duplex in Suco Estate, Oko-Oba for sale","Agege, Oko-Oba",Oko-Oba,Agege,"₦ 195,000,000",250.0,4,4,Unfurnished,enterprise,"4bdrm Duplex in Suco Estate, Oko-Oba for sale"
"3bdrm Duplex in Kabusa Garden,Abuja, Galadimawa for sale","Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),"₦ 150,000,000",350.0,3,4,Semi-Furnished,enterprise,"3bdrm Duplex in Kabusa Garden,Abuja, Galadimawa for sale"
"5bdrm Duplex in Police Service, Idu for sale","Jiwa, Idu",Idu,Jiwa,"₦ 120,000,000",1200.0,5,5,Unfurnished,enterprise,"5bdrm Duplex in Police Service, Idu for sale"
5bdrm Duplex in Guzape for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),"₦ 750,000,000",1000.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Guzape for sale
"8bdrm Block of Flats in Bola Oyewo, Ifako-Ogba for sale","Ogba, Ifako-Ogba",Ifako-Ogba,Ogba,"₦ 200,000,000",650.0,8,8,Unfurnished,enterprise,"8bdrm Block of Flats in Bola Oyewo, Ifako-Ogba for sale"
"4bdrm Block of Flats in Off Akinte Street, Ifako-Ogba for sale","Ogba, Ifako-Ogba",Ifako-Ogba,Ogba,"₦ 90,000,000",334.0,4,4,Unfurnished,enterprise,"4bdrm Block of Flats in Off Akinte Street, Ifako-Ogba for sale"
"Furnished 5bdrm Duplex in Ana-Rock City Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),"₦ 185,000,000",750.0,5,6,Furnished,enterprise,"Furnished 5bdrm Duplex in Ana-Rock City Estate, Lugbe District for sale"
Furnished 6bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 700,000,000",600.0,6,6,Furnished,False,Furnished 6bdrm Duplex in Chevron for sale
2bdrm Apartment in Bogije for sale,"Ibeju, Bogije",Bogije,Ibeju,"₦ 125,000,000",400.0,2,3,Unfurnished,enterprise,2bdrm Apartment in Bogije for sale
"Furnished 4bdrm Duplex in Graceville Estate, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,"₦ 70,000,000",500.0,4,4,Furnished,False,"Furnished 4bdrm Duplex in Graceville Estate, Ajah for sale"
"4bdrm Duplex in Victory Park Estate, Osapa london for sale","Lekki, Osapa london",Osapa london,Lekki,"₦ 530,000,000",350.0,4,4,Unfurnished,enterprise,"4bdrm Duplex in Victory Park Estate, Osapa london for sale"
"3bdrm Apartment in Crystal Apartments, Kado for sale","Abuja (FCT), Kado",Kado,Abuja (FCT),"₦ 140,000,000",2000.0,3,4,Semi-Furnished,enterprise,"3bdrm Apartment in Crystal Apartments, Kado for sale"
6bdrm Duplex in Guzape for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),"₦ 1,200,000,000",1500.0,6,5,Semi-Furnished,enterprise,6bdrm Duplex in Guzape for sale
4bdrm Duplex in Katampe Extension for Sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,"₦ 1,500,000,000",2500.0,4,5,Semi-Furnished,enterprise,4bdrm Duplex in Katampe Extension for Sale
Furnished 4bdrm Duplex in Ifako-Gbagada for sale,"Gbagada, Ifako-Gbagada",Ifako-Gbagada,Gbagada,"₦ 250,000,000",300.0,4,5,Furnished,basic,Furnished 4bdrm Duplex in Ifako-Gbagada for sale
4bdrm Duplex in Apo Legislative Qtrs for sale,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),"₦ 1,800,000,000",1300.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Apo Legislative Qtrs for sale
2bdrm Apartment in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 75,000,000",500.0,2,2,Semi-Furnished,basic,2bdrm Apartment in Ikota for sale
2bdrm House in Eleko for sale,"Ibeju, Eleko",Eleko,Ibeju,"₦ 10,000,000",150.0,2,2,Unfurnished,enterprise,2bdrm House in Eleko for sale
4bdrm Apartment in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 150,000,000",400.0,4,4,Semi-Furnished,enterprise,4bdrm Apartment in Ajah for sale
4bdrm Apartment in Ilaje for sale,"Ondo State, Ilaje",Ilaje,Ondo State,"₦ 180,000,000",400.0,4,5,Unfurnished,enterprise,4bdrm Apartment in Ilaje for sale
