title,region,region_name,region_parent_name,price,property_size,bedrooms,bathrooms,furnishing,is_boost,content_name
4bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,"₦ 800,000,000",600.0,4,5,Unfurnished,enterprise,4bdrm Duplex in Katampe Extension for sale
3bdrm Apartment in Ogba for sale,"Ogba, Ifako-Ogba",Ifako-Ogba,Ogba,"₦ 190,000,000",1000.0,3,4,Unfurnished,enterprise,3bdrm Apartment in Ogba for sale
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 220,000,000",300.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Lekki for sale
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 550,000,000",400.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Lekki for sale
"14bdrm Duplex in Private Property, Asokoro for sale","Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),"₦ 5,000,000,000",4000.0,14,14,Semi-Furnished,enterprise,"14bdrm Duplex in Private Property, Asokoro for sale"
"Furnished 2bdrm Block of Flats in Ikate Lekki ,Off for sale","Lekki, Ikate",Ikate,Lekki,"₦ 250,000,000",200.0,2,3,Furnished,enterprise,"Furnished 2bdrm Block of Flats in Ikate Lekki ,Off for sale"
4bdrm Duplex in Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,"₦ 200,000,000",600.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Enugu for sale
3bdrm Bungalow in Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,"₦ 100,000,000",400.0,3,4,Unfurnished,enterprise,3bdrm Bungalow in Enugu for sale
5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 650,000,000",450.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Ikota for sale
3bdrm Apartment in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,Lagos State,"₦ 750,000,000",180.0,3,3,Unfurnished,enterprise,3bdrm Apartment in Victoria Island for sale
"5bdrm Duplex in Okebadan Estate, Akobo for sale","Ibadan, Akobo",Akobo,Ibadan,"₦ 185,000,000",450.0,5,6,Semi-Furnished,enterprise,"5bdrm Duplex in Okebadan Estate, Akobo for sale"
4bdrm Duplex in Lekki Palm City for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 170,000,000",10.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Lekki Palm City for sale
1bdrm Block of Flats in Katampe for sale,"Katampe, Katampe (Main)",Katampe (Main),Katampe,"₦ 80,000,000",120.0,1,1,Unfurnished,enterprise,1bdrm Block of Flats in Katampe for sale
2bdrm Duplex in Lokogoma for sale,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),"₦ 100,000,000",250.0,2,2,Unfurnished,enterprise,2bdrm Duplex in Lokogoma for sale
5bdrm House in Ikoyi Lagos for sale,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,"₦ 3,500,000,000",500.0,5,6,Semi-Furnished,enterprise,5bdrm House in Ikoyi Lagos for sale
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 200,000,000",350.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Lekki for sale
3bdrm Apartment in Wuse Zone 1 for sale,"Abuja (FCT), Wuse",Wuse,Abuja (FCT),"₦ 145,000,000",300.0,3,4,Unfurnished,enterprise,3bdrm Apartment in Wuse Zone 1 for sale
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 150,000,000",200.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Ajah for sale
7bdrm Block of Flats in Alakuko for sale,"Ifako-Ijaiye, Alakuko",Alakuko,Ifako-Ijaiye,"₦ 220,000,000",1338.0,7,7,Unfurnished,enterprise,7bdrm Block of Flats in Alakuko for sale
2bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,"₦ 250,000,000",100.0,2,2,Unfurnished,enterprise,2bdrm Apartment in Ikate for sale
Furnished 4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 220,000,000",300.0,4,4,Furnished,enterprise,Furnished 4bdrm Duplex in Lekki for sale
4bdrm Duplex in Bogije for sale,"Ibeju, Bogije",Bogije,Ibeju,"₦ 140,000,000",300.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Bogije for sale
Furnished 7bdrm House in Guzape District for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),"₦ 3,800,000,000",1780.0,7,10,Furnished,enterprise,Furnished 7bdrm House in Guzape District for sale
Furnished 4bdrm Apartment in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 285,000,000",500.0,4,5,Furnished,enterprise,Furnished 4bdrm Apartment in Ikota for sale
3bdrm Bungalow in Medium Income Estate for sale,"Kaduna State, Kaduna / Kaduna State",Kaduna / Kaduna State,Kaduna State,"₦ 40,500,000",320.0,3,3,Unfurnished,enterprise,3bdrm Bungalow in Medium Income Estate for sale
5bdrm Duplex in Osapa London Lekki for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 1,400,000,000",1000.0,5,6,Semi-Furnished,enterprise,5bdrm Duplex in Osapa London Lekki for sale
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 849,000,000",450.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Lekki for sale
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 240,000,000",350.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Lekki for sale
"3bdrm Apartment in Private Property, Utako for sale","Abuja (FCT), Utako",Utako,Abuja (FCT),"₦ 750,000,000",1000.0,3,3,Unfurnished,enterprise,"3bdrm Apartment in Private Property, Utako for sale"
10bdrm Block of Flats in Ogba Lagos for sale,"Lagos State, Ogba",Ogba,Lagos State,"₦ 150,000,000",300.0,10,14,Unfurnished,enterprise,10bdrm Block of Flats in Ogba Lagos for sale
3bdrm Duplex in Sangotedo By Blenco for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 130,000,000",300.0,3,3,Semi-Furnished,enterprise,3bdrm Duplex in Sangotedo By Blenco for sale
"5bdrm Duplex in Naf Valley, Asokoro for sale","Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),"₦ 970,000,000",500.0,5,6,Unfurnished,enterprise,"5bdrm Duplex in Naf Valley, Asokoro for sale"
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 600,000,000",400.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Lekki for sale
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 870,000,000",450.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Lekki for sale
5bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 330,000,000",350.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Ajah for sale
4bdrm Duplex in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,"₦ 450,000,000",400.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Ikeja for sale
4bdrm Duplex in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,Lagos State,"₦ 700,000,000",350.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Victoria Island for sale
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 210,000,000",250.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Ajah for sale
"3bdrm Bungalow in Eliparawon Off Ada, Rumueprikom for sale","Port-Harcourt, Rumueprikom",Rumueprikom,Port-Harcourt,"₦ 115,000,000",465.0,3,3,Semi-Furnished,enterprise,"3bdrm Bungalow in Eliparawon Off Ada, Rumueprikom for sale"
"Furnished 9bdrm Duplex in Ada-George, Port for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 300,000,000",500.0,9,11,Furnished,enterprise,"Furnished 9bdrm Duplex in Ada-George, Port for sale"
Furnished 5bdrm Duplex in Bunkoro for sale,"Gwarinpa, Bunkoro",Bunkoro,Gwarinpa,"₦ 650,000,000",900.0,5,6,Furnished,enterprise,Furnished 5bdrm Duplex in Bunkoro for sale
2bdrm Apartment in Ikate Lekki Lagos for sale,"Lekki, Ikate",Ikate,Lekki,"₦ 145,000,000",500.0,2,3,Semi-Furnished,enterprise,2bdrm Apartment in Ikate Lekki Lagos for sale
3bdrm Block of Flats in Berger for sale,"Ojodu, Berger",Berger,Ojodu,"₦ 250,000,000",1000.0,3,1,Unfurnished,enterprise,3bdrm Block of Flats in Berger for sale
4bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 380,000,000",400.0,4,5,Unfurnished,enterprise,4bdrm Duplex in Chevron for sale
"3bdrm Bungalow in Von Axis, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),"₦ 60,000,000",350.0,3,4,Unfurnished,enterprise,"3bdrm Bungalow in Von Axis, Lugbe District for sale"
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 550,000,000",350.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Lekki for sale
4bdrm Duplex in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,"₦ 450,000,000",250.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Ikeja for sale
"4bdrm Duplex in Secured Area, Oko-Oba for sale","Agege, Oko-Oba",Oko-Oba,Agege,"₦ 299,000,000",280.0,4,4,Semi-Furnished,enterprise,"4bdrm Duplex in Secured Area, Oko-Oba for sale"
"5bdrm Duplex in Rroyal Gardens, Off Lekki-Epe Expressway for sale","Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,"₦ 900,000,000",600.0,5,5,Semi-Furnished,enterprise,"5bdrm Duplex in Rroyal Gardens, Off Lekki-Epe Expressway for sale"
5bdrm Duplex in VGC / Ajah for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,"₦ 800,000,000",650.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in VGC / Ajah for sale
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 300,000,000",250.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Sangotedo for sale
5bdrm Duplex in Zone B for sale,"Apo District, Zone B",Zone B,Apo District,"₦ 2,000,000,000",2300.0,5,6,Unfurnished,enterprise,5bdrm Duplex in Zone B for sale
5bdrm Duplex in Orchid Lekki for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,"₦ 480,000,000",1000.0,5,6,Semi-Furnished,enterprise,5bdrm Duplex in Orchid Lekki for sale
5bdrm House in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 550,000,000",1000.0,5,5,Unfurnished,enterprise,5bdrm House in Chevron for sale
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 450,000,000",1000.0,5,1,Unfurnished,enterprise,5bdrm Duplex in Chevron for sale
4bdrm House in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 180,000,000",1000.0,4,5,Unfurnished,enterprise,4bdrm House in Ikota for sale
2bdrm Penthouse in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 180,000,000",350.0,2,2,Semi-Furnished,enterprise,2bdrm Penthouse in Lekki for sale
3bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 290,000,000",350.0,3,3,Semi-Furnished,enterprise,3bdrm Apartment in Lekki for sale
"3bdrm Duplex in Behind Crawford, Agbara-Igbesan for sale","Lagos State, Agbara-Igbesan",Agbara-Igbesan,Lagos State,"₦ 50,000,000",250.0,3,3,Semi-Furnished,vip,"3bdrm Duplex in Behind Crawford, Agbara-Igbesan for sale"
6bdrm Duplex in Wuse Zone 7 for sale,"Abuja (FCT), Wuse",Wuse,Abuja (FCT),"₦ 850,000,000",450.0,6,7,Unfurnished,enterprise,6bdrm Duplex in Wuse Zone 7 for sale
5bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 220,000,000",350.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Ajah for sale
"5bdrm Duplex in Secured Area, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 1,300,000,000",350.0,5,5,Semi-Furnished,enterprise,"5bdrm Duplex in Secured Area, Lekki Phase 1 for sale"
5bdrm Duplex in Ado / Ajah for sale,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,"₦ 300,000,000",350.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Ado / Ajah for sale
4bdrm Duplex in Lekki Phase 2 for sale,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,"₦ 400,000,000",450.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Lekki Phase 2 for sale
4bdrm Duplex in Thomas Estate for sale,"Ajah, Thomas Estate",Thomas Estate,Ajah,"₦ 300,000,000",300.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Thomas Estate for sale
5bdrm Duplex in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,"₦ 1,300,000,000",400.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Ikate for sale
5bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 350,000,000",1000.0,5,1,Unfurnished,enterprise,5bdrm Duplex in Osapa london for sale
"4bdrm Duplex in Ikeja, Opebi for sale","Ikeja, Opebi",Opebi,Ikeja,"₦ 570,000,000",300.0,4,5,Semi-Furnished,enterprise,"4bdrm Duplex in Ikeja, Opebi for sale"
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 600,000,000",350.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Chevron for sale
5bdrm Duplex in Jabi for sale,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),"₦ 2,000,000,000",500.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Jabi for sale
"Furnished 6bdrm Bungalow in Doland, Ojodu for sale","Lagos State, Ojodu",Ojodu,Lagos State,"₦ 150,000,000",500.0,6,5,Furnished,False,"Furnished 6bdrm Bungalow in Doland, Ojodu for sale"
"4bdrm Duplex in Secured Area, Fagba for sale","Agege, Fagba",Fagba,Agege,"₦ 280,000,000",270.0,4,4,Semi-Furnished,enterprise,"4bdrm Duplex in Secured Area, Fagba for sale"
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 200,000,000",300.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Sangotedo for sale
5bdrm Duplex in Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,"₦ 600,000,000",500.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Enugu for sale
"Mini Flat in Bricks & More Plaza, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),"₦ 75,000,000",40.0,1,1,Unfurnished,enterprise,"Mini Flat in Bricks & More Plaza, Gwarinpa for sale"
12bdrm Block of Flats in Abule Egba for sale,"Lagos State, Abule Egba",Abule Egba,Lagos State,"₦ 110,000,000",60.0,12,8,Unfurnished,enterprise,12bdrm Block of Flats in Abule Egba for sale
3bdrm Penthouse in Happy Land Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 120,000,000",252.0,3,3,Unfurnished,enterprise,3bdrm Penthouse in Happy Land Sangotedo for sale
6bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 2,300,000,000",800.0,6,6,Unfurnished,enterprise,6bdrm Duplex in Lekki for sale
2bdrm Apartment in Ogba for sale,"Lagos State, Ogba",Ogba,Lagos State,"₦ 95,000,000",100.0,2,2,Unfurnished,enterprise,2bdrm Apartment in Ogba for sale
"5bdrm Duplex in Lekki Palm City, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,"₦ 190,000,000",10.0,5,5,Unfurnished,enterprise,"5bdrm Duplex in Lekki Palm City, Ajah for sale"
5bdrm Duplex in Asokoro Main Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),"₦ 950,000,000",700.0,5,6,Semi-Furnished,enterprise,5bdrm Duplex in Asokoro Main Abuja for sale
5bdrm Duplex in Nta Road Behind Ait for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 130,000,000",466.0,5,7,Semi-Furnished,enterprise,5bdrm Duplex in Nta Road Behind Ait for sale
"5bdrm Duplex in Secured Estate, Oko-Oba for sale","Agege, Oko-Oba",Oko-Oba,Agege,"₦ 380,000,000",300.0,5,5,Semi-Furnished,enterprise,"5bdrm Duplex in Secured Estate, Oko-Oba for sale"
4bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 230,000,000",350.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Chevron for sale
"Furnished 4bdrm Block of Flats in Oke Aro Estate, Giwa for sale","Kaduna State, Giwa",Giwa,Kaduna State,"₦ 19,000,000",370.0,4,2,Furnished,enterprise,"Furnished 4bdrm Block of Flats in Oke Aro Estate, Giwa for sale"
4bdrm Duplex in Citec Mbora for sale,"Abuja (FCT), Mbora",Mbora,Abuja (FCT),"₦ 250,000,000",350.0,4,5,Unfurnished,enterprise,4bdrm Duplex in Citec Mbora for sale
"18bdrm Block of Flats in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),"₦ 450,000,000",1200.0,18,18,Unfurnished,enterprise,"18bdrm Block of Flats in River Park Estate, Lugbe District for sale"
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 220,000,000",350.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Ajah for sale
3bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 130,000,000",10.0,3,3,Unfurnished,enterprise,3bdrm Duplex in Ajah for sale
"4bdrm Duplex in Secured Area, Aguda / Ogba for sale","Ogba, Aguda / Ogba",Aguda / Ogba,Ogba,"₦ 285,000,000",280.0,4,4,Semi-Furnished,enterprise,"4bdrm Duplex in Secured Area, Aguda / Ogba for sale"
"3bdrm Block of Flats in Secured Area, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 1,200,000,000",550.0,3,3,Semi-Furnished,enterprise,"3bdrm Block of Flats in Secured Area, Lekki Phase 1 for sale"
2bdrm Apartment in Iwaya for sale,"Yaba, Iwaya",Iwaya,Yaba,"₦ 100,000,000",400.0,2,2,Unfurnished,enterprise,2bdrm Apartment in Iwaya for sale
Furnished 2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 250,000,000",500.0,2,3,Furnished,enterprise,Furnished 2bdrm Apartment in Lekki Phase 1 for sale
Furnished 2bdrm Apartment in Abraham Adesanya for sale,"Surulere, Abraham Adesanya",Abraham Adesanya,Surulere,"₦ 97,500,000",500.0,2,2,Furnished,enterprise,Furnished 2bdrm Apartment in Abraham Adesanya for sale
Furnished 3bdrm Apartment in Lekki Phase 2 for sale,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,"₦ 130,000,000",500.0,3,4,Furnished,enterprise,Furnished 3bdrm Apartment in Lekki Phase 2 for sale
Furnished 5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 150,000,000",500.0,5,6,Furnished,enterprise,Furnished 5bdrm Duplex in Sangotedo for sale
5bdrm House in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 1,650,000,000",1000.0,5,1,Unfurnished,enterprise,5bdrm House in Osapa london for sale
4bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 320,000,000",350.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Chevron for sale
Furnished 4bdrm Maisonette in Ikoyi for sale,"Lagos State, Ikoyi",Ikoyi,Lagos State,"₦ 4,500,000,000",450.0,4,4,Furnished,enterprise,Furnished 4bdrm Maisonette in Ikoyi for sale
3bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 300,000,000",400.0,3,3,Semi-Furnished,enterprise,3bdrm Apartment in Lekki for sale
"5bdrm Duplex in Centenary City, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,"₦ 210,000,000",500.0,5,6,Unfurnished,enterprise,"5bdrm Duplex in Centenary City, Enugu for sale"
4bdrm Duplex in Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,"₦ 140,000,000",300.0,4,5,Unfurnished,enterprise,4bdrm Duplex in Enugu for sale
3bdrm Apartment in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,"₦ 155,000,000",150.0,3,3,Unfurnished,enterprise,3bdrm Apartment in Ikeja for sale
"4bdrm Duplex in Sangotedo, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,"₦ 180,000,000",10.0,4,4,Unfurnished,enterprise,"4bdrm Duplex in Sangotedo, Ajah for sale"
4bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 180,000,000",250.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Abraham Adesanya Estate for sale
4bdrm Duplex in Abijo for sale,"Ibeju, Abijo",Abijo,Ibeju,"₦ 221,000,000",3420.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Abijo for sale
5bdrm Duplex in Parkview Estate for sale,"Ikoyi, Parkview Estate",Parkview Estate,Ikoyi,"₦ 5,100,000,000",550.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Parkview Estate for sale
4bdrm Duplex in Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,"₦ 260,000,000",300.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Enugu for sale
2bdrm Apartment in Ologolo Lekki Lagos for sale,"Lekki, Ologolo",Ologolo,Lekki,"₦ 95,000,000",650.0,2,3,Semi-Furnished,enterprise,2bdrm Apartment in Ologolo Lekki Lagos for sale
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 750,000,000",350.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Lekki for sale
5bdrm Duplex in Gwarinpa for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),"₦ 800,000,000",900.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Gwarinpa for sale
"4bdrm Duplex in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),"₦ 200,000,000",300.0,4,5,Unfurnished,enterprise,"4bdrm Duplex in River Park Estate, Lugbe District for sale"
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 180,000,000",200.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Ikota for sale
2bdrm Apartment in Lekki Expressway for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,"₦ 220,000,000",400.0,2,2,Unfurnished,enterprise,2bdrm Apartment in Lekki Expressway for sale
4bdrm Duplex in Off Admiralty Way for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 780,000,000",377.0,4,5,Semi-Furnished,enterprise,4bdrm Duplex in Off Admiralty Way for sale
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 190,000,000",350.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Lekki for sale
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 480,000,000",400.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Lekki for sale
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 350,000,000",350.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Lekki for sale
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 160,000,000",350.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Lekki for sale
3bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 500,000,000",250.0,3,3,Unfurnished,enterprise,3bdrm Apartment in Lekki for sale
2bdrm Apartment in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,Lagos State,"₦ 300,000,000",150.0,2,2,Unfurnished,enterprise,2bdrm Apartment in Victoria Island for sale
5bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 1,500,000,000",400.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Osapa london for sale
Furnished 4bdrm Duplex in Abuja (FCT) for sale,Abuja (FCT),Abuja (FCT),,"₦ 700,000,000",350.0,4,4,Furnished,enterprise,Furnished 4bdrm Duplex in Abuja (FCT) for sale
7bdrm Mansion in Zone 2 / Wuse for sale,"Wuse, Zone 2 / Wuse",Zone 2 / Wuse,Wuse,"₦ 3,000,000,000",1500.0,7,7,Unfurnished,enterprise,7bdrm Mansion in Zone 2 / Wuse for sale
6bdrm Duplex in Asokoro Main Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),"₦ 1,500,000,000",600.0,6,7,Semi-Furnished,enterprise,6bdrm Duplex in Asokoro Main Abuja for sale
8bdrm Mansion in Maitama Main Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),"₦ 7,800,000,000",2000.0,8,9,Semi-Furnished,enterprise,8bdrm Mansion in Maitama Main Abuja for sale
"4bdrm Duplex in Engr. Lere Adigun, Ibadan for sale","Oyo State, Ibadan",Ibadan,Oyo State,"₦ 370,000,000",450.0,4,4,Semi-Furnished,enterprise,"4bdrm Duplex in Engr. Lere Adigun, Ibadan for sale"
"5bdrm Duplex in Secured Estate, Omole Phase 2 for sale","Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,"₦ 650,000,000",300.0,5,5,Semi-Furnished,enterprise,"5bdrm Duplex in Secured Estate, Omole Phase 2 for sale"
Furnished 4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 220,000,000",500.0,4,5,Furnished,enterprise,Furnished 4bdrm Duplex in Sangotedo for sale
"Furnished 2bdrm Apartment in Mojisola Onikoyi, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 650,000,000",600.0,2,3,Furnished,enterprise,"Furnished 2bdrm Apartment in Mojisola Onikoyi, Lekki Phase 1 for sale"
"4bdrm Apartment in Victoria Island, Kofo Abayomi for sale","Victoria Island, Kofo Abayomi",Kofo Abayomi,Victoria Island,"₦ 2,250,000,000",1000.0,4,5,Semi-Furnished,enterprise,"4bdrm Apartment in Victoria Island, Kofo Abayomi for sale"
5bdrm House in Osapa London Lekki for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 1,720,000,000",1000.0,5,6,Semi-Furnished,enterprise,5bdrm House in Osapa London Lekki for sale
4bdrm Duplex in Labak Estate for sale,"Lagos State, Abule Egba",Abule Egba,Lagos State,"₦ 200,000,000",557.0,4,5,Unfurnished,enterprise,4bdrm Duplex in Labak Estate for sale
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 400,000,000",350.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Lekki for sale
