Title,region,Region Name,region_parent_name,Price,Property Size,Bedrooms,Bathrooms,Furnishing,Is Boosted,House Type,Region Parent Name
Furnished 4bdrm House in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,330000000.0,500.0,4,4,Furnished,diamond,House,Lagos Mainland
Furnished 3bdrm House in Opebi for sale,"Ikeja, Opebi",Opebi,Ikeja,200000000.0,500.0,3,3,Furnished,diamond,House,Lagos Mainland
Furnished 2bdrm Apartment in Abijo for sale,"Ibeju, Abijo",Abijo,Ibeju,85000000.0,500.0,2,2,Furnished,diamond,Apartment,Lagos Island
"Furnished 5bdrm Duplex in Megamond Estate, Ikota for sale","Lekki, Ikota",Ikota,Lekki,450000000.0,650.0,5,5,Furnished,enterprise,Duplex,Lagos Island
Furnished 5bdrm House in Olokonla for sale,"Ajah, Olokonla",Olokonla,Ajah,270000000.0,500.0,5,5,Furnished,diamond,House,Lagos Island
Furnished 4bdrm House in Allen Avenue for sale,"Ikeja, Allen Avenue",Allen Avenue,Ikeja,565000000.0,500.0,4,4,Furnished,diamond,House,Lagos Mainland
10bdrm Block of Flats in Oshimili South for sale,"Delta State, Oshimili South",Oshimili South,Delta State,125000000.0,619.0,10,11,Semi-Furnished,enterprise,Block Of Flats,Delta State
2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,250000000.0,100.0,2,2,Unfurnished,enterprise,Apartment,Lagos Island
"2bdrm Apartment in Oniru, Victoria Island for sale","Lagos State, Victoria Island",Victoria Island,Lagos State,290000000.0,100.0,2,2,Unfurnished,enterprise,Apartment,Lagos Island
"4bdrm Duplex in Orchid, Lekki Expressway for sale","Lekki, Lekki Expressway",Lekki Expressway,Lekki,330000000.0,100.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Ikate Lekki for sale,"Lekki, Ikate",Ikate,Lekki,300000000.0,100.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,280000000.0,100.0,2,2,Unfurnished,enterprise,Apartment,Lagos Island
2bdrm Apartment in Ologolo for sale,"Lekki, Ologolo",Ologolo,Lekki,150000000.0,100.0,2,2,Unfurnished,enterprise,Apartment,Lagos Island
3bdrm Apartment in Lekki Phase for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,430000000.0,100.0,3,3,Unfurnished,enterprise,Apartment,Lagos Island
"4bdrm Duplex in Harris Drive, VGC / Ajah for sale","Ajah, VGC / Ajah",VGC / Ajah,Ajah,130000000.0,100.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,1200000000.0,500.0,4,4,Semi-Furnished,diamond,Duplex,Lagos Island
2bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,110000000.0,500.0,2,2,Unfurnished,diamond,Duplex,Lagos Island
5bdrm Duplex in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,900000000.0,500.0,5,5,Semi-Furnished,diamond,Duplex,Lagos Island
3bdrm Penthouse in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,400000000.0,500.0,3,3,Semi-Furnished,diamond,Penthouse,Lagos Island
"3bdrm Bungalow in Phase Six, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,90000000.0,600.0,3,3,Semi-Furnished,diamond,Bungalow,Enugu State
3bdrm Block of Flats in Durumi for sale,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),130000000.0,1000.0,3,3,Unfurnished,diamond,Block Of Flats,Abuja (FCT)
"5bdrm Duplex in Magodo, GRA Phase 2 Shangisha for sale","Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,800000000.0,400.0,5,6,Semi-Furnished,enterprise,Duplex,Lagos Mainland
5bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,700000000.0,500.0,5,5,Semi-Furnished,diamond,Duplex,Lagos Island
"5bdrm Duplex in Opic, Isheri North for sale","Ojodu, Isheri North",Isheri North,Ojodu,180000000.0,350.0,5,6,Unfurnished,enterprise,Duplex,Lagos Mainland
2bdrm Apartment in GRA Phase 1 / Port-Harcourt for sale,"Port-Harcourt, GRA Phase 1 / Port-Harcourt",GRA Phase 1 / Port-Harcourt,Port-Harcourt,140000000.0,500.0,2,2,Unfurnished,enterprise,Apartment,Rivers State
4bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,270000000.0,200.0,4,5,Unfurnished,diamond,Duplex,Lagos Island
4bdrm Duplex in Ikeja Gra for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,850000000.0,350.0,4,5,Semi-Furnished,enterprise,Duplex,Lagos Mainland
"5bdrm Duplex in Lekki Palm City, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,Ajah,260000000.0,350.0,5,6,Unfurnished,diamond,Duplex,Lagos Island
3bdrm Bungalow in Apo Primary for sale,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,110000000.0,500.0,3,4,Unfurnished,enterprise,Bungalow,Abuja (FCT)
4bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,450000000.0,600.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Island
3bdrm Apartment in Phase 1 / Gbagada for sale,"Gbagada, Phase 1 / Gbagada",Phase 1 / Gbagada,Gbagada,165000000.0,500.0,3,3,Unfurnished,enterprise,Apartment,Lagos Mainland
20bdrm Apartment in Ijede / Ikorodu for sale,"Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Ikorodu,75000000.0,600.0,20,20,Semi-Furnished,enterprise,Apartment,Lagos Mainland
4bdrm Duplex in Ikeja Residential for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,260000000.0,400.0,4,5,Semi-Furnished,enterprise,Duplex,Lagos Mainland
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,480000000.0,500.0,5,5,Unfurnished,enterprise,Duplex,Lagos Island
"4bdrm Duplex in Estate, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,Gwarinpa,450000000.0,400.0,4,6,Unfurnished,diamond,Duplex,Abuja (FCT)
"3bdrm Bungalow in Efab Queen Estate, Karsana for sale","Gwagwa, Karsana",Karsana,Gwagwa,270000000.0,600.0,3,4,Unfurnished,diamond,Bungalow,Abuja (FCT)
3bdrm Block of Flats in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,350000000.0,260.0,3,3,Unfurnished,diamond,Block Of Flats,Lagos Island
5bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,950000000.0,600.0,5,5,Semi-Furnished,diamond,Duplex,Lagos Island
"Furnished 12bdrm Duplex in Isuti, Igando / Ikotun/Igando for sale","Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Ikotun/Igando,80000000.0,648.0,12,12,Furnished,diamond,Duplex,Lagos Mainland
"4bdrm Duplex in A Serene Environment, GRA Phase 2 Shangisha for sale","Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,350000000.0,270.0,4,4,Unfurnished,diamond,Duplex,Lagos Mainland
Furnished 5bdrm Duplex in Sea Man Estate Lugbe for sale,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Lugbe District,260000000.0,120.0,5,6,Furnished,diamond,Duplex,Abuja (FCT)
4bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,110000000.0,350.0,4,4,Unfurnished,diamond,Duplex,Lagos Island
5bdrm Duplex in Amuwo-Odofin for sale,"Lagos State, Amuwo-Odofin",Amuwo-Odofin,Lagos State,350000000.0,600.0,5,5,Unfurnished,enterprise,Duplex,Lagos Mainland
Furnished 5bdrm Duplex in Akobo for sale,"Ibadan, Akobo",Akobo,Ibadan,185000000.0,600.0,5,6,Furnished,enterprise,Duplex,Oyo State
4bdrm Duplex in Benin City for sale,"Edo State, Benin City",Benin City,Edo State,120000000.0,1203.0,4,4,Unfurnished,diamond,Duplex,Edo State
Furnished 5bdrm Duplex in Benin City for sale,"Edo State, Benin City",Benin City,Edo State,550000000.0,929.0,5,5,Furnished,diamond,Duplex,Edo State
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,240000000.0,400.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
Furnished 4bdrm House in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,350000000.0,500.0,4,4,Furnished,diamond,House,Lagos Mainland
"8bdrm Duplex in Navy Estate, Karshi for sale","Abuja (FCT), Karshi",Karshi,Abuja (FCT),170000000.0,1400.0,8,8,Semi-Furnished,enterprise,Duplex,Abuja (FCT)
Furnished 4bdrm Duplex in Lokogoma for sale,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),370000000.0,1000.0,4,5,Furnished,enterprise,Duplex,Abuja (FCT)
4bdrm Duplex in Ikota Villa for sale,"Lekki, Ikota",Ikota,Lekki,250000000.0,100.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
"5bdrm Duplex in Orchid, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,650000000.0,100.0,5,5,Unfurnished,enterprise,Duplex,Lagos Island
3bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,320000000.0,100.0,3,3,Unfurnished,enterprise,Apartment,Lagos Island
Furnished 2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,320000000.0,100.0,2,2,Furnished,enterprise,Apartment,Lagos Island
"4bdrm Duplex in Reef Court Estate,, Abuloma for sale","Port-Harcourt, Abuloma",Abuloma,Port-Harcourt,600000000.0,450.0,4,4,Unfurnished,enterprise,Duplex,Rivers State
2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,305000000.0,500.0,2,2,Semi-Furnished,diamond,Apartment,Lagos Island
3bdrm Apartment in Victoria Island Extension for sale,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,400000000.0,500.0,3,3,Semi-Furnished,diamond,Apartment,Lagos Island
"4bdrm Duplex in Royal Palm Court, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,Ajah,160000000.0,300.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
Furnished 6bdrm Duplex in Lagos State for sale,Lagos State,Lagos State,,350000000.0,400.0,6,6,Furnished,diamond,Duplex,Lagos Mainland
4bdrm Duplex in Ogba for sale,"Ogba, Oke-Ira / Ogba",Oke-Ira / Ogba,Ogba,220000000.0,350.0,4,5,Semi-Furnished,enterprise,Duplex,Lagos Mainland
5bdrm House in Old Ikoyi for sale,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,106103200.0,500.0,5,5,Semi-Furnished,diamond,House,Lagos Island
5bdrm Duplex in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,800000000.0,500.0,5,5,Semi-Furnished,diamond,Duplex,Lagos Island
"20bdrm Block of Flats in Ikeja, Opebi for sale","Ikeja, Opebi",Opebi,Ikeja,1100000000.0,800.0,20,20,Semi-Furnished,enterprise,Block Of Flats,Lagos Mainland
"4bdrm Duplex in Ogba, Ikeja for sale","Lagos State, Ikeja",Ikeja,Lagos State,250000000.0,300.0,4,5,Semi-Furnished,enterprise,Duplex,Lagos Mainland
14bdrm Bungalow in Gwagwalada for sale,"Abuja (FCT), Gwagwalada",Gwagwalada,Abuja (FCT),90000000.0,1800.0,14,14,Unfurnished,diamond,Bungalow,Abuja (FCT)
7bdrm Duplex in Ushafa for sale,"Bwari, Ushafa",Ushafa,Bwari,180000000.0,1200.0,7,7,Unfurnished,enterprise,Duplex,Abuja (FCT)
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,160000000.0,500.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Island
4bdrm Apartment in After Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,125000000.0,600.0,4,4,Semi-Furnished,enterprise,Apartment,Lagos Island
Furnished 5bdrm Duplex in Idado for sale,"Lekki, Idado",Idado,Lekki,450000000.0,500.0,5,5,Furnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Pakuro for sale,"Ogun State, Pakuro",Pakuro,Ogun State,140000000.0,600.0,4,4,Semi-Furnished,enterprise,Duplex,Ogun State
2bdrm Apartment in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,70000000.0,600.0,2,2,Semi-Furnished,enterprise,Apartment,Lagos Island
2bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,170000000.0,500.0,2,2,Semi-Furnished,enterprise,Apartment,Lagos Island
5bdrm Duplex in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,1300000000.0,500.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,150000000.0,500.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
Furnished 4bdrm Duplex in Ogudu GRA for sale,"Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,290000000.0,500.0,4,4,Furnished,diamond,Duplex,Lagos Mainland
Furnished 4bdrm Duplex in Asokoro for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),600000000.0,500.0,4,4,Furnished,diamond,Duplex,Abuja (FCT)
"4bdrm Duplex in An Estate By Chinese, Galadimawa for sale","Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),350000000.0,590.0,4,4,Unfurnished,diamond,Duplex,Abuja (FCT)
5bdrm Duplex in Lekki Expressway for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,450000000.0,500.0,5,5,Unfurnished,diamond,Duplex,Lagos Island
5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,390000000.0,600.0,5,5,Unfurnished,diamond,Duplex,Lagos Island
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,190000000.0,350.0,4,4,Semi-Furnished,diamond,Duplex,Lagos Island
2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,275000000.0,1200.0,2,2,Semi-Furnished,diamond,Apartment,Lagos Island
4bdrm House in Old Ikoyi for sale,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,950000000.0,400.0,4,4,Unfurnished,diamond,House,Lagos Island
"4bdrm Duplex in Lapidot Estate, Kubwa for sale","Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),210000000.0,650.0,4,4,Unfurnished,diamond,Duplex,Abuja (FCT)
"5bdrm Duplex in Lifecamp, Abuja for sale","Gwarinpa, Life Camp",Life Camp,Gwarinpa,750000000.0,300.0,5,5,Unfurnished,diamond,Duplex,Abuja (FCT)
"5bdrm Duplex in Orchid Estate, Ikota for sale","Lekki, Ikota",Ikota,Lekki,500000000.0,500.0,5,5,Unfurnished,diamond,Duplex,Lagos Island
4bdrm Duplex in Agungi for sale,"Lekki, Agungi",Agungi,Lekki,175000000.0,450.0,4,4,Unfurnished,diamond,Duplex,Lagos Island
3bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,115000000.0,350.0,3,3,Unfurnished,diamond,Duplex,Lagos Island
"Furnished 3bdrm Bungalow in Richland Gardens, Bogije for sale","Ibeju, Bogije",Bogije,Ibeju,100000000.0,300.0,3,3,Furnished,enterprise,Bungalow,Lagos Island
"2bdrm Apartment in Peace Ville, Idado for sale","Lekki, Idado",Idado,Lekki,130000000.0,1167.0,2,2,Unfurnished,enterprise,Apartment,Lagos Island
3bdrm Block of Flats in Oshimili North for sale,"Delta State, Oshimili North",Oshimili North,Delta State,165000000.0,450.0,3,3,Semi-Furnished,enterprise,Block Of Flats,Delta State
"1bdrm Room & Parlour in Freedom, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,100000000.0,1260.0,1,1,Unfurnished,enterprise,Room & Parlour,Lagos Island
3bdrm Penthouse in Sangotedo Shoprite for sale,"Ajah, Sangotedo",Sangotedo,Ajah,100000000.0,140.0,3,3,Semi-Furnished,diamond,Penthouse,Lagos Island
Furnished 4bdrm Duplex in Maitama for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),2000000000.0,800.0,4,4,Furnished,enterprise,Duplex,Abuja (FCT)
Furnished 4bdrm Apartment in Ilupeju for sale,"Lagos State, Ilupeju",Ilupeju,Lagos State,243000000.0,500.0,4,4,Furnished,diamond,Apartment,Lagos Mainland
Furnished 5bdrm House in Magodo for sale,"Lagos State, Magodo",Magodo,Lagos State,750000000.0,500.0,5,5,Furnished,diamond,House,Lagos Mainland
Furnished 2bdrm House in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,90000000.0,500.0,2,2,Furnished,diamond,House,Lagos Island
Furnished 5bdrm House in Magodo for sale,"Lagos State, Magodo",Magodo,Lagos State,870000000.0,500.0,5,5,Furnished,diamond,House,Lagos Mainland
4bdrm Duplex in Ologolo for sale,"Lekki, Ologolo",Ologolo,Lekki,160000000.0,100.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Jakande for sale,"Lekki, Jakande",Jakande,Lekki,300000000.0,100.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
Furnished 1bdrm Apartment in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,Lagos State,250000000.0,100.0,1,1,Furnished,enterprise,Apartment,Lagos Island
"4bdrm Duplex in Lekki Palm City, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,Ajah,125000000.0,100.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
2bdrm Apartment in Victoria Island for sale,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,450000000.0,100.0,2,2,Unfurnished,enterprise,Apartment,Lagos Island
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,160000000.0,100.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
"5bdrm Duplex in Harris Drive, VGC / Ajah for sale","Ajah, VGC / Ajah",VGC / Ajah,Ajah,450000000.0,100.0,5,5,Unfurnished,enterprise,Duplex,Lagos Island
5bdrm House in Mabushi for sale,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),670000000.0,1200.0,5,5,Unfurnished,enterprise,House,Abuja (FCT)
"4bdrm Duplex in Road F, Obio-Akpor for sale","Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,650000000.0,2700.0,4,4,Unfurnished,enterprise,Duplex,Rivers State
"5bdrm House in De Man Pr, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,500000000.0,600.0,5,5,Unfurnished,diamond,House,Lagos Island
5bdrm Duplex in Lekki Expressway for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,300000000.0,500.0,5,5,Semi-Furnished,diamond,Duplex,Lagos Island
5bdrm House in VGC / Ajah for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,380000000.0,500.0,5,5,Unfurnished,diamond,House,Lagos Island
6bdrm Duplex in Lekki Expressway for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,400000000.0,500.0,6,6,Semi-Furnished,diamond,Duplex,Lagos Island
4bdrm Duplex in Ipaja for sale,"Lagos State, Ipaja",Ipaja,Lagos State,160000000.0,250.0,4,4,Unfurnished,enterprise,Duplex,Lagos Mainland
6bdrm Duplex in Surulere for sale,"Lagos State, Surulere",Surulere,Lagos State,700000000.0,500.0,6,6,Semi-Furnished,enterprise,Duplex,Lagos Mainland
2bdrm Block of Flats in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,330000000.0,500.0,2,3,Semi-Furnished,diamond,Block Of Flats,Lagos Island
3bdrm Apartment in Lekki for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,150000000.0,500.0,3,3,Unfurnished,diamond,Apartment,Lagos Island
5bdrm Duplex in Ikeja GRA for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,2000000000.0,670.0,5,6,Unfurnished,enterprise,Duplex,Lagos Mainland
2bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,280000000.0,500.0,2,2,Semi-Furnished,diamond,Duplex,Lagos Island
4bdrm Duplex in GRA Phase 1 for sale,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,350000000.0,300.0,4,4,Unfurnished,enterprise,Duplex,Lagos Mainland
3bdrm Block of Flats in Benin City for sale,"Edo State, Benin City",Benin City,Edo State,70000000.0,1000.0,3,3,Unfurnished,diamond,Block Of Flats,Edo State
"10bdrm Block of Flats in Osongama Estate, Uyo for sale","Akwa Ibom State, Uyo",Uyo,Akwa Ibom State,350000000.0,1300.0,10,10,Unfurnished,diamond,Block Of Flats,Akwa Ibom State
"4bdrm Duplex in Magodo, GRA Phase 1 for sale","Magodo, GRA Phase 1",GRA Phase 1,Magodo,500000000.0,300.0,4,5,Semi-Furnished,enterprise,Duplex,Lagos Mainland
4bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,550000000.0,500.0,4,4,Unfurnished,diamond,Duplex,Lagos Island
Furnished 2bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,160000000.0,200.0,2,2,Furnished,diamond,Apartment,Lagos Island
4bdrm House in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,500000000.0,500.0,4,4,Semi-Furnished,diamond,House,Lagos Island
"4bdrm Duplex in Gbagada, Medina for sale","Gbagada, Medina",Medina,Gbagada,380000000.0,350.0,4,5,Semi-Furnished,enterprise,Duplex,Lagos Mainland
5bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,550000000.0,400.0,5,6,Unfurnished,diamond,Duplex,Lagos Island
Furnished 5bdrm Duplex in Magodo Phase 1 for sale,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,600000000.0,250.0,5,6,Furnished,enterprise,Duplex,Lagos Mainland
"Furnished 5bdrm Duplex in Estate, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,Gwarinpa,500000000.0,2000.0,5,5,Furnished,enterprise,Duplex,Abuja (FCT)
"4bdrm Duplex in Estate., Mabushi for sale","Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),380000000.0,350.0,4,4,Semi-Furnished,enterprise,Duplex,Abuja (FCT)
4bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,230000000.0,620.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Lekki Phase1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,850000000.0,600.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Ikeja GRA for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,450000000.0,600.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Mainland
3bdrm Apartment in Lekki Phase1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,480000000.0,600.0,3,3,Semi-Furnished,enterprise,Apartment,Lagos Island
"4bdrm Duplex in Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),300000000.0,850.0,4,4,Semi-Furnished,enterprise,Duplex,Abuja (FCT)
2bdrm Apartment in Off Lekki-Epe Expressway for sale,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,110000000.0,600.0,2,2,Semi-Furnished,enterprise,Apartment,Lagos Island
3bdrm Block of Flats in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,450000000.0,2000.0,3,3,Unfurnished,diamond,Block Of Flats,Lagos Island
5bdrm Duplex in Kado for sale,"Abuja (FCT), Kado",Kado,Abuja (FCT),600000000.0,1000.0,5,5,Unfurnished,enterprise,Duplex,Abuja (FCT)
7bdrm Duplex in Utako for sale,"Abuja (FCT), Utako",Utako,Abuja (FCT),600000000.0,500.0,7,7,Semi-Furnished,diamond,Duplex,Abuja (FCT)
"Furnished 3bdrm Duplex in Larix Estate , Apo for sale","Apo District, Apo Resettlement",Apo Resettlement,Apo District,220000000.0,400.0,3,5,Furnished,diamond,Duplex,Abuja (FCT)
Furnished 2bdrm Block of Flats in Jabi for sale,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),85000000.0,1500.0,2,3,Furnished,diamond,Block Of Flats,Abuja (FCT)
"4bdrm Block of Flats in An Estate In Nut, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),85000000.0,600.0,4,6,Unfurnished,diamond,Block Of Flats,Abuja (FCT)
8bdrm Duplex in College for sale,"Egbe/Idimu, College",College,Egbe/Idimu,150000000.0,648.0,8,8,Unfurnished,enterprise,Duplex,Lagos Mainland
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,190000000.0,300.0,4,4,Semi-Furnished,diamond,Duplex,Lagos Island
3bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,265000000.0,1200.0,3,3,Semi-Furnished,diamond,Apartment,Lagos Island
3bdrm Apartment in Maitama Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),170000000.0,250.0,3,3,Semi-Furnished,diamond,Apartment,Abuja (FCT)
"3bdrm Duplex in Off Ogombo Road, Lekki Free Trade Zone for sale","Lekki, Lekki Free Trade Zone",Lekki Free Trade Zone,Lekki,156000000.0,150.0,3,3,Unfurnished,diamond,Duplex,Lagos Island
3bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,180000000.0,150.0,3,3,Unfurnished,diamond,Duplex,Lagos Island
"Furnished 4bdrm Duplex in Love Estate, Ijede / Ikorodu for sale","Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Ikorodu,70000000.0,300.0,4,4,Furnished,diamond,Duplex,Lagos Mainland
2bdrm Block of Flats in Oshimili North for sale,"Delta State, Oshimili North",Oshimili North,Delta State,800000000.0,900.0,2,2,Unfurnished,diamond,Block Of Flats,Delta State
"Furnished 4bdrm Duplex in Agip, Rumueme for sale","Port-Harcourt, Rumueme",Rumueme,Port-Harcourt,240000000.0,465.0,4,5,Furnished,diamond,Duplex,Rivers State
6bdrm Duplex in GRA Phase 3 / Port-Harcourt for sale,"Port-Harcourt, GRA Phase 3 / Port-Harcourt",GRA Phase 3 / Port-Harcourt,Port-Harcourt,1600000000.0,1860.0,6,7,Semi-Furnished,diamond,Duplex,Rivers State
"3bdrm Bungalow in Cooperative Estate, Ayobo for sale","Ipaja, Ayobo",Ayobo,Ipaja,90000000.0,500.0,3,4,Semi-Furnished,diamond,Bungalow,Lagos Mainland
3bdrm Apartment in Jabi for sale,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),130000000.0,400.0,3,4,Unfurnished,enterprise,Apartment,Abuja (FCT)
4bdrm Duplex in Dawaki for sale,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,200000000.0,250.0,4,5,Semi-Furnished,enterprise,Duplex,Abuja (FCT)
4bdrm Duplex in Kado for sale,"Abuja (FCT), Kado",Kado,Abuja (FCT),220000000.0,500.0,4,5,Semi-Furnished,enterprise,Duplex,Abuja (FCT)
